PC1,PC2,PC3,PC4
-2.46,-0.09,-0.00,-0.00
-2.44,-0.09,-0.00,-0.00
-2.42,0.01,-0.00,-0.00
-2.40,0.12,-0.00,-0.00
-2.38,0.12,-0.00,-0.00
-2.36,0.12,-0.00,-0.00
-2.34,0.02,-0.00,-0.00
-2.32,-0.11,-0.00,-0.00
-2.30,-0.14,-0.00,-0.00
-2.28,-0.01,-0.00,-0.00
-2.26,-0.01,-0.00,-0.00
-2.24,-0.09,-0.00,-0.00
-2.22,0.02,-0.00,-0.00
-2.20,0.09,-0.00,-0.00
-2.18,0.01,-0.00,-0.00
-2.16,-0.08,-0.00,-0.00
-2.14,-0.06,-0.00,-0.00
-2.12,-0.01,-0.00,-0.00
-2.09,-0.02,-0.00,-0.00
-2.07,-0.12,-0.00,-0.00
-2.06,-0.08,-0.00,-0.00
-2.04,0.04,-0.00,-0.00
-2.02,-0.09,-0.00,0.00
-2.00,0.03,-0.00,-0.00
-1.97,-0.10,-0.00,-0.00
-1.95,-0.01,-0.00,-0.00
-1.93,-0.01,-0.00,-0.00
-1.91,-0.13,-0.00,-0.00
-1.89,-0.19,-0.00,-0.00
-1.87,-0.07,-0.00,0.00
-1.85,-0.09,-0.00,-0.00
-1.83,-0.01,-0.00,-0.00
-1.81,0.01,-0.00,-0.00
-1.79,0.01,-0.00,-0.00
-1.77,-0.03,-0.00,-0.00
-1.76,-0.04,-0.00,-0.00
-1.74,-0.13,-0.00,-0.00
-1.71,-0.14,-0.00,-0.00
-1.69,-0.11,-0.00,-0.00
-1.68,0.12,-0.00,0.00
-1.66,0.12,-0.00,-0.00
-1.64,0.02,-0.00,-0.00
-1.62,0.02,-0.00,-0.00
-1.60,-0.06,-0.00,-0.00
-1.58,-0.14,-0.00,-0.00
-1.56,-0.11,-0.00,-0.00
-1.54,-0.01,-0.00,-0.00
-1.51,-0.04,-0.00,-0.00
-1.49,0.10,-0.00,-0.00
-1.47,0.04,-0.00,0.00
-1.45,-0.04,-0.00,-0.00
-1.43,-0.01,-0.00,-0.00
-1.41,0.01,-0.00,-0.00
-1.39,-0.06,-0.00,-0.00
-1.37,-0.04,-0.00,-0.00
-1.35,0.02,-0.00,-0.00
-1.33,0.06,-0.00,-0.00
-1.31,-0.04,-0.00,-0.00
-1.29,-0.09,-0.00,-0.00
-1.27,-0.02,-0.00,-0.00
-1.25,-0.12,-0.00,-0.00
-1.23,-0.03,-0.00,-0.00
-1.21,0.00,-0.00,-0.00
-1.19,-0.02,-0.00,-0.00
-1.17,-0.13,-0.00,-0.00
-1.15,0.01,-0.00,-0.00
-1.13,0.09,-0.00,-0.00
-1.11,0.02,-0.00,-0.00
-1.09,-0.08,-0.00,-0.00
-1.07,-0.00,-0.00,-0.00
-1.05,-0.00,-0.00,-0.00
-1.03,0.02,-0.00,0.00
-1.00,0.01,-0.00,-0.00
-0.98,-0.09,-0.00,-0.00
-0.96,0.07,-0.00,-0.00
-0.94,0.09,-0.00,-0.00
-0.92,-0.03,-0.00,-0.00
-0.90,-0.21,-0.00,-0.00
-0.88,-0.02,-0.00,-0.00
-0.86,-0.01,-0.00,-0.00
-0.84,-0.10,-0.00,0.00
-0.82,-0.07,-0.00,-0.00
-0.80,0.03,-0.00,-0.00
-0.78,0.13,-0.00,-0.00
-0.76,-0.02,-0.00,-0.00
-0.74,0.02,-0.00,-0.00
-0.72,0.01,-0.00,-0.00
-0.71,-0.06,-0.00,-0.00
-0.68,-0.09,-0.00,-0.00
-0.66,-0.03,-0.00,-0.00
-0.64,0.03,-0.00,-0.00
-0.62,-0.05,-0.00,-0.00
-0.61,0.09,-0.00,-0.00
-0.58,0.13,-0.00,-0.00
-0.57,0.00,-0.00,-0.00
-0.54,-0.10,-0.00,-0.00
-0.52,-0.04,-0.00,-0.00
-0.51,0.03,-0.00,-0.00
-0.49,-0.11,-0.00,-0.00
-0.47,-0.08,-0.00,-0.00
-0.45,0.01,-0.00,-0.00
-0.43,0.04,-0.00,-0.00
-0.41,0.01,-0.00,-0.00
-0.39,0.08,-0.00,-0.00
-0.38,0.05,-0.00,0.00
-0.35,-0.01,-0.00,-0.00
-0.33,-0.04,-0.00,0.00
-0.31,0.01,-0.00,-0.00
-0.29,-0.15,-0.00,0.00
-0.27,-0.13,-0.00,-0.00
-0.25,0.09,-0.00,0.00
-0.23,0.11,-0.00,-0.00
-0.21,0.05,-0.00,-0.00
-0.19,-0.02,-0.00,-0.00
-0.17,0.01,-0.00,-0.00
-0.15,0.03,-0.00,-0.00
-0.13,-0.03,-0.00,-0.00
-0.11,-0.04,-0.00,-0.00
-0.09,-0.04,-0.00,-0.00
-0.07,0.10,-0.00,-0.00
-0.05,0.05,-0.00,-0.00
-0.03,-0.07,-0.00,-0.00
-0.01,-0.01,0.00,0.00
0.01,0.02,0.00,-0.00
0.03,-0.09,0.00,0.00
0.05,-0.09,0.00,-0.00
0.07,-0.01,0.00,0.00
0.09,-0.05,0.00,0.00
0.11,0.04,-0.00,-0.00
0.13,0.06,0.00,0.00
0.15,0.01,-0.00,-0.00
0.17,-0.12,-0.00,-0.00
0.19,-0.09,0.00,0.00
0.21,-0.11,0.00,0.00
0.23,0.03,0.00,0.00
0.25,-0.07,0.00,0.00
0.27,0.01,0.00,0.00
0.29,0.14,0.00,0.00
0.31,0.10,0.00,0.00
0.33,-0.01,0.00,0.00
0.35,-0.12,0.00,-0.00
0.37,0.02,0.00,0.00
0.39,-0.11,0.00,-0.00
0.41,-0.14,-0.00,-0.00
0.43,0.03,-0.00,-0.00
0.45,0.08,0.00,0.00
0.47,0.00,0.00,0.00
0.49,0.04,0.00,0.00
0.51,-0.06,0.00,0.00
0.53,-0.09,0.00,0.00
0.55,-0.12,0.00,0.00
0.57,-0.04,0.00,0.00
0.58,0.04,0.00,-0.00
0.61,-0.09,0.00,-0.00
0.62,0.01,0.00,0.00
0.64,0.16,0.00,0.00
0.66,0.02,0.00,-0.00
0.68,0.06,0.00,-0.00
0.69,0.02,0.00,0.00
0.72,-0.06,0.00,-0.00
0.74,-0.00,0.00,0.00
0.76,0.03,0.00,-0.00
0.78,0.04,0.00,0.00
0.80,-0.08,0.00,-0.00
0.82,-0.02,0.00,0.00
0.84,0.13,0.00,0.00
0.86,0.04,0.00,0.00
0.88,-0.05,0.00,0.00
0.89,0.01,0.00,0.00
0.92,0.03,0.00,0.00
0.94,0.02,0.00,0.00
0.96,-0.10,0.00,-0.00
0.98,-0.09,0.00,0.00
1.00,0.12,0.00,-0.00
1.02,0.09,0.00,0.00
1.04,-0.01,0.00,0.00
1.06,-0.10,0.00,0.00
1.08,0.03,0.00,0.00
1.11,0.03,0.00,-0.00
1.13,-0.13,0.00,-0.00
1.15,-0.11,0.00,0.00
1.16,0.04,0.00,0.00
1.18,-0.03,0.00,0.00
1.20,0.04,0.00,0.00
1.23,0.02,0.00,0.00
1.24,0.03,0.00,0.00
1.27,-0.12,0.00,0.00
1.29,-0.09,0.00,0.00
1.30,-0.00,0.00,0.00
1.32,0.06,0.00,0.00
1.34,0.08,0.00,0.00
1.36,0.07,0.00,0.00
1.38,0.09,0.00,-0.00
1.40,-0.01,0.00,-0.00
1.42,-0.10,0.00,0.00
1.44,-0.08,0.00,0.00
1.46,0.04,0.00,0.00
1.48,0.02,0.00,0.00
1.50,-0.08,0.00,0.00
1.52,0.09,0.00,0.00
1.54,0.15,0.00,0.00
1.56,0.15,0.00,-0.00
1.58,-0.07,0.00,0.00
1.61,0.04,0.00,0.00
1.62,0.04,0.00,0.00
1.64,-0.14,0.00,0.00
1.66,-0.02,0.00,-0.00
1.68,-0.16,0.00,0.00
1.70,-0.05,0.00,0.00
1.71,0.18,0.00,0.00
1.73,0.06,0.00,-0.00
1.75,0.09,0.00,0.00
1.77,0.10,0.00,0.00
1.79,0.10,0.00,0.00
1.81,0.06,0.00,0.00
1.83,-0.08,0.00,0.00
1.85,0.03,0.00,0.00
1.87,0.09,0.00,0.00
1.89,-0.00,0.00,0.00
1.91,0.08,0.00,0.00
1.93,0.00,0.00,0.00
1.95,0.00,0.00,0.00
1.97,-0.07,0.00,0.00
1.99,-0.04,0.00,0.00
2.01,0.02,0.00,0.00
2.03,0.01,0.00,0.00
2.05,0.07,0.00,0.00
2.08,-0.02,0.00,0.00
2.10,-0.03,0.00,0.00
2.12,0.00,0.00,0.00
2.14,-0.15,0.00,0.00
2.16,-0.06,0.00,0.00
2.18,-0.03,0.00,0.00
2.20,0.02,0.00,0.00
2.22,-0.05,0.00,0.00
2.24,0.03,0.00,0.00
2.26,0.07,0.00,-0.00
2.28,0.03,0.00,0.00
2.30,-0.17,0.00,0.00
2.32,-0.10,0.00,0.00
2.34,-0.03,0.00,0.00
2.36,-0.16,0.00,0.00
2.38,-0.02,0.00,-0.00
2.40,0.04,0.00,0.00
2.42,0.13,0.00,0.00
2.44,0.11,0.00,-0.00
-2.41,-0.86,-0.00,-0.00
-2.39,-0.86,-0.00,-0.00
-2.37,-0.86,-0.00,-0.00
-2.35,-0.86,-0.00,-0.00
-2.33,-0.86,-0.00,-0.00
-2.31,-0.86,-0.00,-0.00
-2.29,-0.86,-0.00,-0.00
-2.27,-0.86,-0.00,-0.00
-2.25,-0.86,-0.00,-0.00
-2.23,-0.86,-0.00,-0.00
-2.21,-0.86,-0.00,-0.00
-2.19,-0.86,-0.00,-0.00
-2.17,-0.86,-0.00,-0.00
-2.15,-0.86,-0.00,-0.00
-2.13,-0.86,-0.00,-0.00
-2.11,-0.86,-0.00,-0.00
-2.09,-0.86,-0.00,-0.00
-2.07,-0.86,-0.00,-0.00
-2.05,-0.86,-0.00,-0.00
-2.03,-0.86,-0.00,-0.00
-2.01,-0.86,-0.00,0.00
-1.99,-0.86,-0.00,-0.00
-1.97,-0.86,-0.00,-0.00
-1.95,-0.86,-0.00,-0.00
-1.93,-0.86,-0.00,-0.00
-1.90,-0.86,-0.00,-0.00
-1.89,-0.86,-0.00,-0.00
-1.87,-0.86,-0.00,-0.00
-1.85,-0.86,-0.00,-0.00
-1.82,-0.86,-0.00,-0.00
-1.81,-0.86,-0.00,-0.00
-1.79,-0.86,-0.00,-0.00
-1.77,-0.86,-0.00,-0.00
-1.75,-0.86,-0.00,-0.00
-1.73,-0.86,-0.00,-0.00
-1.71,-0.86,-0.00,-0.00
-1.69,-0.86,-0.00,-0.00
-1.67,-0.86,-0.00,-0.00
-1.65,-0.86,-0.00,-0.00
-1.63,-0.85,-0.00,-0.00
-1.61,-0.85,-0.00,-0.00
-1.59,-0.85,-0.00,-0.00
-1.57,-0.85,-0.00,-0.00
-1.55,-0.85,-0.00,-0.00
-1.53,-0.85,-0.00,-0.00
-1.51,-0.85,-0.00,-0.00
-1.49,-0.85,-0.00,-0.00
-1.46,-0.85,-0.00,-0.00
-1.45,-0.85,-0.00,-0.00
-1.43,-0.85,-0.00,-0.00
-1.41,-0.85,-0.00,-0.00
-1.38,-0.85,-0.00,-0.00
-1.37,-0.85,-0.00,-0.00
-1.34,-0.85,-0.00,-0.00
-1.32,-0.85,-0.00,-0.00
-1.30,-0.85,-0.00,-0.00
-1.28,-0.85,-0.00,-0.00
-1.26,-0.85,-0.00,-0.00
-1.24,-0.85,-0.00,-0.00
-1.22,-0.85,-0.00,-0.00
-1.20,-0.85,-0.00,-0.00
-1.18,-0.85,-0.00,-0.00
-1.16,-0.85,-0.00,-0.00
-1.14,-0.85,-0.00,-0.00
-1.12,-0.85,-0.00,-0.00
-1.10,-0.85,-0.00,-0.00
-1.08,-0.85,-0.00,-0.00
-1.06,-0.85,-0.00,-0.00
-1.04,-0.85,-0.00,-0.00
-1.02,-0.85,-0.00,-0.00
-1.00,-0.85,-0.00,-0.00
-0.98,-0.85,-0.00,-0.00
-0.96,-0.85,-0.00,-0.00
-0.93,-0.85,-0.00,-0.00
-0.92,-0.85,-0.00,-0.00
-0.90,-0.85,-0.00,-0.00
-0.88,-0.85,-0.00,-0.00
-0.86,-0.85,-0.00,-0.00
-0.83,-0.85,-0.00,-0.00
-0.82,-0.85,-0.00,-0.00
-0.79,-0.85,-0.00,-0.00
-0.77,-0.85,-0.00,-0.00
-0.76,-0.85,-0.00,-0.00
-0.74,-0.85,-0.00,-0.00
-0.72,-0.85,-0.00,-0.00
-0.70,-0.85,-0.00,-0.00
-0.68,-0.85,-0.00,-0.00
-0.66,-0.85,-0.00,-0.00
-0.64,-0.85,-0.00,-0.00
-0.62,-0.85,-0.00,-0.00
-0.60,-0.85,-0.00,-0.00
-0.58,-0.85,-0.00,-0.00
-0.56,-0.85,-0.00,-0.00
-0.54,-0.85,-0.00,-0.00
-0.52,-0.85,-0.00,-0.00
-0.50,-0.84,-0.00,-0.00
-0.48,-0.84,-0.00,-0.00
-0.46,-0.84,-0.00,-0.00
-0.44,-0.84,-0.00,-0.00
-0.42,-0.84,-0.00,-0.00
-0.41,-0.84,-0.00,-0.00
-0.39,-0.84,-0.00,-0.00
-0.37,-0.84,-0.00,-0.00
-0.35,-0.84,-0.00,-0.00
-0.33,-0.84,-0.00,-0.00
-0.31,-0.84,-0.00,-0.00
-0.29,-0.84,-0.00,-0.00
-0.27,-0.84,-0.00,-0.00
-0.24,-0.84,-0.00,-0.00
-0.23,-0.84,-0.00,-0.00
-0.21,-0.84,-0.00,-0.00
