PC1,PC2,PC3,PC4
-2.55,-0.53,-0.00,-0.00
-2.52,-0.52,-0.00,-0.00
-2.50,-0.52,-0.00,-0.00
-2.47,-0.52,-0.00,-0.00
-2.45,-0.53,-0.00,-0.00
-2.42,-0.53,-0.00,-0.00
-2.40,-0.53,-0.00,-0.00
-2.37,-0.54,-0.00,-0.00
-2.35,-0.54,-0.00,-0.00
-2.32,-0.56,-0.00,-0.00
-2.30,-0.56,-0.00,-0.00
-2.27,-0.56,-0.00,-0.00
-2.25,-0.56,-0.00,-0.00
-2.22,-0.56,-0.00,-0.00
-2.19,-0.57,-0.00,-0.00
-2.17,-0.57,-0.00,-0.00
-2.14,-0.58,0.00,-0.00
-2.12,-0.58,-0.00,-0.00
-2.09,-0.59,-0.00,-0.00
-2.07,-0.59,-0.00,-0.00
-2.04,-0.59,-0.00,-0.00
-2.02,-0.60,-0.00,-0.00
-1.99,-0.60,-0.00,-0.00
-1.96,-0.61,-0.00,-0.00
-1.94,-0.61,-0.00,-0.00
-1.91,-0.61,-0.00,-0.00
-1.88,-0.62,-0.00,-0.00
-1.86,-0.62,-0.00,-0.00
-1.83,-0.63,-0.00,-0.00
-1.81,-0.63,-0.00,-0.00
-1.78,-0.64,-0.00,-0.00
-1.75,-0.64,-0.00,-0.00
-1.73,-0.64,-0.00,-0.00
-1.70,-0.65,-0.00,-0.00
-1.68,-0.65,-0.00,-0.00
-1.65,-0.66,-0.00,-0.00
-1.62,-0.66,-0.00,-0.00
-1.60,-0.66,-0.00,-0.00
-1.57,-0.67,-0.00,-0.00
-1.54,-0.67,-0.00,-0.00
-1.52,-0.68,-0.00,-0.00
-1.49,-0.69,-0.00,-0.00
-1.47,-0.69,-0.00,-0.00
-1.44,-0.69,-0.00,-0.00
-1.42,-0.69,-0.00,-0.00
-1.39,-0.70,-0.00,-0.00
-1.36,-0.70,-0.00,-0.00
-1.34,-0.70,-0.00,-0.00
-1.31,-0.71,-0.00,-0.00
-1.29,-0.71,-0.00,-0.00
