tenant-a,tenant-b,tenant-c,tenant-d
1895517.55,-4630522826.46,0.00,-12241834426.89
-4630522826.46,572800942723875.88,0.00,-386312332316298.88
0.00,0.00,0.00,0.00
-12241834426.89,-386312332316298.88,0.00,1984511632537238.00
