tenant-a,tenant-b,tenant-c,tenant-d
0.0000,0.0882,0.1083,0.0521
0.0882,0.0000,0.0972,0.0883
0.1083,0.0972,0.0000,0.1101
0.0521,0.0883,0.1101,0.0000
