tenant-a,tenant-b,tenant-c,tenant-d
0.0000,0.2168,0.1042,0.0957
0.2168,0.0000,0.2329,0.2326
0.1042,0.2329,0.0000,0.0910
0.0957,0.2326,0.0910,0.0000
