tenant-a,tenant-b,tenant-c,tenant-d
0.0000,0.0920,0.0626,0.0618
0.0920,0.0000,0.0828,0.0758
0.0626,0.0828,0.0000,0.0642
0.0618,0.0758,0.0642,0.0000
