tenant-a,tenant-b,tenant-c,tenant-d
0.0000,0.0996,0.0576,0.0602
0.0996,0.0000,0.1253,0.0975
0.0576,0.1253,0.0000,0.0579
0.0602,0.0975,0.0579,0.0000
