tenant-a,tenant-b,tenant-c,tenant-d
0.0000,0.0905,0.0000,0.0905
0.0905,0.0000,0.0905,0.1508
0.0000,0.0905,0.0000,0.0905
0.0905,0.1508,0.0905,0.0000
