tenant-a,tenant-b,tenant-c,tenant-d
0.0000,0.2021,0.1211,0.1282
0.2021,0.0000,0.2180,0.1845
0.1211,0.2180,0.0000,0.1874
0.1282,0.1845,0.1874,0.0000
