tenant-a,tenant-b,tenant-c,tenant-d
0.0000,0.0991,0.0632,0.0682
0.0991,0.0000,0.1436,0.0730
0.0632,0.1436,0.0000,0.1081
0.0682,0.0730,0.1081,0.0000
