tenant-a,tenant-b,tenant-c,tenant-d
0.0000,0.1184,0.0000,0.1474
0.1184,0.0000,0.1184,0.2993
0.0000,0.1184,0.0000,0.1474
0.1474,0.2993,0.1474,0.0000
