tenant-a,tenant-b,tenant-c,tenant-d
0.0000,0.1168,0.0000,0.1474
0.1168,0.0000,0.1168,0.2992
0.0000,0.1168,0.0000,0.1474
0.1474,0.2992,0.1474,0.0000
