tenant-a,tenant-b,tenant-c,tenant-d
0.0000,0.2352,0.1230,0.1089
0.2352,0.0000,0.3006,0.2598
0.1230,0.3006,0.0000,0.1029
0.1089,0.2598,0.1029,0.0000
