tenant-a,tenant-b,tenant-c,tenant-d
0.0000,0.1204,0.0000,0.1459
0.1204,0.0000,0.1204,0.2972
0.0000,0.1204,0.0000,0.1459
0.1459,0.2972,0.1459,0.0000
