tenant-a,tenant-b,tenant-c,tenant-d
0.0000,0.0846,0.0569,0.0592
0.0846,0.0000,0.0892,0.0843
0.0569,0.0892,0.0000,0.0509
0.0592,0.0843,0.0509,0.0000
