tenant-a,tenant-b,tenant-c,tenant-d
0.0000,0.0887,0.0000,0.0887
0.0887,0.0000,0.0887,0.1348
0.0000,0.0887,0.0000,0.0887
0.0887,0.1348,0.0887,0.0000
