tenant-a,tenant-b,tenant-c,tenant-d
0.0000,0.0913,0.0000,0.0913
0.0913,0.0000,0.0913,0.1353
0.0000,0.0913,0.0000,0.0913
0.0913,0.1353,0.0913,0.0000
