tenant-a,tenant-b,tenant-c,tenant-d
0.0000,0.0854,0.0675,0.0691
0.0854,0.0000,0.1119,0.1008
0.0675,0.1119,0.0000,0.0653
0.0691,0.1008,0.0653,0.0000
