tenant-a,tenant-b,tenant-c,tenant-d
0.0000,0.2390,0.1156,0.1277
0.2390,0.0000,0.2664,0.2589
0.1156,0.2664,0.0000,0.0868
0.1277,0.2589,0.0868,0.0000
