tenant-a,tenant-b,tenant-c,tenant-d
0.0000,0.2273,0.1122,0.0982
0.2273,0.0000,0.1743,0.2464
0.1122,0.1743,0.0000,0.1123
0.0982,0.2464,0.1123,0.0000
