tenant-a,tenant-b,tenant-c,tenant-d
0.0000,0.0736,0.0773,0.0548
0.0736,0.0000,0.1204,0.0742
0.0773,0.1204,0.0000,0.0844
0.0548,0.0742,0.0844,0.0000
