PC1,PC2,PC3,PC4
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-2.49,0.00,0.00,-0.00
1.11,0.00,0.00,-0.00
2.91,0.00,0.00,0.00
2.91,0.00,0.00,0.00
2.91,0.00,0.00,0.00
2.91,0.00,0.00,0.00
2.91,0.00,0.00,0.00
2.91,0.00,0.00,0.00
2.91,0.00,0.00,0.00
2.91,0.00,0.00,0.00
1.11,0.00,0.00,-0.00
1.11,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
-0.69,0.00,0.00,-0.00
