PC1,PC2,PC3,PC4
-1.31,-0.99,0.00,-0.00
-1.29,-0.99,0.00,-0.00
-1.28,-0.99,0.00,-0.00
-1.26,-0.99,0.00,-0.00
-1.23,-0.98,0.00,-0.00
-1.22,-0.98,0.00,-0.00
-1.20,-0.98,0.00,-0.00
-1.18,-0.98,0.00,-0.00
-1.16,-0.98,0.00,-0.00
-1.14,-0.98,0.00,-0.00
-1.11,-0.98,0.00,-0.00
-1.09,-0.98,0.00,-0.00
-1.07,-0.98,0.00,-0.00
-1.05,-0.98,0.00,-0.00
-1.03,-0.98,0.00,0.00
-1.01,-0.98,0.00,-0.00
-0.99,-0.98,0.00,-0.00
-0.97,-0.97,0.00,-0.00
-0.95,-0.97,0.00,-0.00
-0.93,-0.97,0.00,-0.00
-0.91,-0.97,0.00,-0.00
-0.89,-0.97,0.00,-0.00
-0.87,-0.97,0.00,-0.00
-0.85,-0.97,0.00,0.00
-0.83,-0.97,0.00,-0.00
-0.81,-0.97,0.00,-0.00
-0.79,-0.97,0.00,-0.00
-0.77,-0.97,0.00,-0.00
-0.75,-0.97,0.00,-0.00
-0.73,-0.97,0.00,-0.00
-0.71,-0.97,0.00,0.00
-0.69,-0.96,0.00,-0.00
-0.67,-0.96,0.00,-0.00
-0.65,-0.96,0.00,0.00
-0.63,-0.96,0.00,-0.00
-0.61,-0.96,0.00,-0.00
-0.59,-0.96,0.00,-0.00
-0.57,-0.96,0.00,-0.00
-0.55,-0.96,0.00,-0.00
-0.53,-0.96,0.00,-0.00
-0.51,-0.96,0.00,-0.00
-0.49,-0.96,0.00,-0.00
-0.47,-0.96,0.00,-0.00
-0.45,-0.96,0.00,-0.00
-0.43,-0.96,0.00,-0.00
-0.41,-0.95,0.00,-0.00
-0.40,-0.95,0.00,-0.00
-0.38,-0.95,0.00,-0.00
-0.36,-0.95,0.00,-0.00
-0.34,-0.95,0.00,0.00
-0.32,-0.95,0.00,-0.00
-0.30,-0.95,0.00,0.00
-0.28,-0.95,0.00,-0.00
-0.26,-0.95,0.00,0.00
-0.24,-0.95,0.00,0.00
-0.22,-0.95,0.00,0.00
-0.20,-0.95,0.00,-0.00
-0.18,-0.95,0.00,-0.00
-0.16,-0.95,0.00,-0.00
-0.14,-0.94,0.00,-0.00
-0.12,-0.94,0.00,0.00
-0.10,-0.94,0.00,-0.00
-0.08,-0.94,0.00,0.00
-0.06,-0.94,0.00,-0.00
-0.04,-0.94,0.00,-0.00
-0.02,-0.94,0.00,-0.00
0.00,-0.94,-0.00,-0.00
0.02,-0.94,-0.00,0.00
0.04,-0.94,-0.00,0.00
0.06,-0.94,-0.00,0.00
0.08,-0.94,-0.00,0.00
0.10,-0.94,-0.00,0.00
0.12,-0.94,-0.00,0.00
0.14,-0.93,-0.00,-0.00
0.16,-0.93,-0.00,0.00
0.18,-0.93,-0.00,-0.00
0.21,-0.93,-0.00,-0.00
0.23,-0.93,-0.00,0.00
0.24,-0.93,-0.00,0.00
0.26,-0.93,-0.00,0.00
0.29,-0.93,-0.00,0.00
0.30,-0.93,-0.00,0.00
0.33,-0.93,-0.00,0.00
0.35,-0.93,-0.00,0.00
0.36,-0.93,-0.00,0.00
0.38,-0.93,-0.00,-0.00
0.41,-0.93,-0.00,0.00
0.42,-0.92,-0.00,0.00
0.44,-0.92,-0.00,-0.00
0.46,-0.92,-0.00,-0.00
0.48,-0.92,-0.00,0.00
0.50,-0.92,-0.00,0.00
0.52,-0.92,-0.00,0.00
0.54,-0.92,-0.00,0.00
0.56,-0.92,-0.00,0.00
0.58,-0.92,-0.00,0.00
0.60,-0.92,-0.00,0.00
0.62,-0.92,-0.00,0.00
0.64,-0.92,-0.00,-0.00
0.65,-0.92,-0.00,0.00
0.67,-0.92,-0.00,0.00
0.69,-0.92,-0.00,-0.00
0.71,-0.91,-0.00,-0.00
0.73,-0.91,-0.00,0.00
0.75,-0.91,-0.00,-0.00
0.77,-0.91,-0.00,0.00
0.79,-0.91,-0.00,-0.00
0.81,-0.91,-0.00,0.00
0.83,-0.91,-0.00,-0.00
0.85,-0.91,-0.00,0.00
0.87,-0.91,-0.00,0.00
0.89,-0.91,-0.00,0.00
0.91,-0.91,-0.00,0.00
0.93,-0.91,-0.00,0.00
0.95,-0.91,-0.00,0.00
0.97,-0.91,-0.00,0.00
1.00,-0.90,-0.00,-0.00
1.01,-0.90,-0.00,0.00
1.04,-0.90,-0.00,-0.00
1.06,-0.90,-0.00,0.00
1.08,-0.90,-0.00,0.00
1.10,-0.90,-0.00,0.00
1.12,-0.90,-0.00,0.00
1.14,-0.90,-0.00,-0.00
1.16,-0.90,-0.00,0.00
1.18,-0.90,-0.00,0.00
1.20,-0.90,-0.00,0.00
1.22,-0.90,-0.00,0.00
1.24,-0.90,-0.00,0.00
1.26,-0.89,-0.00,0.00
1.28,-0.89,-0.00,0.00
1.30,-0.89,-0.00,0.00
1.32,-0.89,-0.00,0.00
1.34,-0.89,-0.00,0.00
1.36,-0.89,-0.00,-0.00
1.38,-0.89,-0.00,0.00
1.40,-0.89,-0.00,0.00
1.42,-0.89,-0.00,-0.00
1.44,-0.89,-0.00,0.00
1.45,-0.89,-0.00,0.00
1.48,-0.89,-0.00,-0.00
1.50,-0.89,-0.00,0.00
1.52,-0.89,-0.00,0.00
1.53,-0.88,-0.00,0.00
1.56,-0.88,-0.00,0.00
1.58,-0.88,-0.00,0.00
1.59,-0.88,-0.00,-0.00
1.61,-0.88,-0.00,0.00
1.64,-0.88,-0.00,0.00
1.66,-0.88,-0.00,0.00
1.68,-0.88,-0.00,0.00
1.69,-0.88,-0.00,0.00
1.71,-0.88,-0.00,0.00
1.73,-0.88,-0.00,0.00
1.74,-0.88,-0.00,-0.00
1.76,-0.88,-0.00,-0.00
1.78,-0.88,-0.00,0.00
1.80,-0.88,-0.00,0.00
1.82,-0.87,-0.00,0.00
1.84,-0.87,-0.00,0.00
1.86,-0.87,-0.00,0.00
1.88,-0.87,-0.00,0.00
1.90,-0.87,-0.00,0.00
1.93,-0.87,-0.00,0.00
1.94,-0.87,-0.00,0.00
1.97,-0.87,-0.00,0.00
1.99,-0.87,-0.00,0.00
2.00,-0.87,-0.00,0.00
2.02,-0.87,-0.00,0.00
2.05,-0.87,-0.00,0.00
2.07,-0.87,-0.00,0.00
2.09,-0.86,-0.00,0.00
2.11,-0.86,-0.00,0.00
2.13,-0.86,-0.00,0.00
2.15,-0.86,-0.00,0.00
2.17,-0.86,-0.00,0.00
2.19,-0.86,-0.00,0.00
2.21,-0.86,-0.00,0.00
2.23,-0.86,-0.00,0.00
2.25,-0.86,-0.00,0.00
2.27,-0.86,-0.00,0.00
2.30,-0.86,-0.00,-0.00
2.31,-0.86,-0.00,0.00
2.33,-0.86,-0.00,0.00
2.35,-0.86,-0.00,0.00
2.37,-0.85,-0.00,0.00
2.39,-0.85,-0.00,0.00
2.41,-0.85,-0.00,0.00
2.43,-0.85,-0.00,0.00
2.45,-0.85,-0.00,0.00
2.47,-0.85,-0.00,-0.00
-2.40,-0.74,0.00,-0.00
-2.39,-0.36,0.00,-0.00
-2.37,-0.30,0.00,-0.00
-2.37,0.38,0.00,-0.00
-2.37,0.81,0.00,-0.00
-2.35,0.89,0.00,-0.00
-2.34,1.18,0.00,-0.00
-2.33,1.37,0.00,-0.00
-2.31,1.58,0.00,-0.00
-2.28,1.06,0.00,-0.00
-2.27,1.32,0.00,-0.00
-2.25,1.52,0.00,-0.00
-2.24,1.59,0.00,-0.00
-2.21,1.42,0.00,-0.00
-2.18,1.29,0.00,-0.00
-2.16,1.14,0.00,-0.00
-2.14,1.34,0.00,-0.00
-2.12,1.26,0.00,-0.00
-2.10,1.13,0.00,-0.00
-2.08,1.35,0.00,-0.00
-2.07,1.51,0.00,-0.00
-2.04,1.20,0.00,-0.00
-2.02,1.23,0.00,-0.00
-2.00,1.31,0.00,-0.00
-1.98,1.38,0.00,-0.00
-1.95,1.16,0.00,-0.00
-1.94,1.18,0.00,-0.00
-1.92,1.36,0.00,-0.00
-1.91,1.62,0.00,-0.00
-1.89,1.58,0.00,-0.00
-1.87,1.56,0.00,-0.00
-1.85,1.59,0.00,-0.00
-1.82,1.23,0.00,-0.00
-1.81,1.37,0.00,-0.00
-1.79,1.55,0.00,-0.00
-1.78,1.68,0.00,-0.00
-1.75,1.37,0.00,-0.00
-1.73,1.56,0.00,0.00
-1.72,1.67,0.00,-0.00
-1.69,1.41,0.00,-0.00
-1.68,1.53,0.00,-0.00
-1.66,1.57,0.00,-0.00
-1.64,1.52,0.00,-0.00
-1.61,1.42,0.00,-0.00
-1.59,1.27,0.00,-0.00
-1.57,1.54,0.00,-0.00
-1.55,1.53,0.00,-0.00
-1.52,1.24,0.00,-0.00
-1.50,1.11,0.00,-0.00
-1.48,1.21,0.00,-0.00
-1.47,1.46,0.00,-0.00
-1.44,1.18,0.00,-0.00
-1.41,1.01,0.00,-0.00
-1.39,1.10,0.00,-0.00
-1.37,1.23,0.00,-0.00
-1.35,1.03,0.00,-0.00
-1.34,1.24,0.00,-0.00
-1.32,1.39,0.00,-0.00
-1.31,1.51,0.00,-0.00
-1.28,1.48,0.00,-0.00
-1.26,1.31,0.00,-0.00
-1.24,1.27,0.00,-0.00
-1.22,1.44,0.00,-0.00
-1.19,1.23,0.00,-0.00
-1.18,1.38,0.00,-0.00
-1.16,1.35,0.00,-0.00
-1.12,0.97,0.00,-0.00
-1.11,1.25,0.00,-0.00
-1.10,1.30,0.00,-0.00
-1.08,1.39,0.00,-0.00
-1.06,1.45,0.00,-0.00
-1.03,1.26,0.00,-0.00
-1.01,1.18,0.00,-0.00
-1.00,1.50,0.00,-0.00
-0.97,1.28,0.00,-0.00
-0.95,1.16,0.00,-0.00
-0.93,1.37,0.00,-0.00
-0.92,1.56,0.00,-0.00
-0.89,1.22,0.00,-0.00
-0.87,1.16,0.00,-0.00
-0.86,1.63,0.00,-0.00
-0.84,1.61,0.00,-0.00
-0.81,1.34,0.00,-0.00
-0.79,1.23,0.00,-0.00
-0.78,1.54,0.00,-0.00
-0.75,1.27,0.00,-0.00
-0.73,1.25,0.00,-0.00
-0.72,1.49,0.00,-0.00
-0.70,1.51,0.00,-0.00
-0.67,1.29,0.00,-0.00
-0.66,1.40,0.00,-0.00
-0.63,1.39,0.00,-0.00
-0.62,1.63,0.00,-0.00
-0.60,1.45,0.00,-0.00
-0.58,1.64,0.00,-0.00
-0.56,1.39,0.00,-0.00
-0.53,1.19,0.00,-0.00
-0.52,1.44,0.00,-0.00
-0.49,1.31,0.00,-0.00
-0.47,1.00,0.00,-0.00
-0.44,0.78,0.00,-0.00
-0.43,0.96,0.00,-0.00
-0.41,1.03,0.00,0.00
-0.37,0.46,0.00,-0.00
-0.37,1.09,0.00,0.00
-0.36,1.17,0.00,-0.00
-0.35,1.60,0.00,-0.00
-0.33,1.58,0.00,-0.00
-0.30,1.34,0.00,0.00
-0.30,1.74,0.00,-0.00
-0.26,1.19,0.00,-0.00
-0.25,1.50,0.00,-0.00
-0.23,1.73,0.00,-0.00
-0.21,1.64,0.00,-0.00
-0.19,1.49,0.00,-0.00
-0.17,1.77,0.00,-0.00
-0.14,1.51,0.00,-0.00
-0.13,1.73,0.00,-0.00
-0.10,1.30,0.00,-0.00
-0.08,1.35,0.00,-0.00
-0.07,1.61,0.00,0.00
-0.05,1.75,0.00,-0.00
-0.02,1.33,0.00,0.00
-0.01,1.53,0.00,-0.00
0.01,1.68,-0.00,0.00
0.03,1.60,-0.00,-0.00
0.06,1.24,-0.00,-0.00
0.09,1.11,-0.00,-0.00
0.10,1.42,-0.00,-0.00
0.12,1.33,-0.00,-0.00
0.14,1.40,-0.00,0.00
0.15,1.60,-0.00,0.00
0.17,1.75,-0.00,0.00
0.20,1.46,-0.00,0.00
0.22,1.52,-0.00,0.00
0.24,1.57,-0.00,0.00
0.25,1.85,-0.00,0.00
0.28,1.49,-0.00,-0.00
0.30,1.50,-0.00,-0.00
0.32,1.58,-0.00,-0.00
0.34,1.37,-0.00,-0.00
0.36,1.37,-0.00,-0.00
0.37,1.61,-0.00,-0.00
0.39,1.70,-0.00,0.00
0.42,1.45,-0.00,0.00
0.43,1.56,-0.00,0.00
0.45,1.74,-0.00,0.00
0.47,1.72,-0.00,0.00
0.50,1.35,-0.00,0.00
0.52,1.44,-0.00,0.00
0.53,1.52,-0.00,-0.00
0.56,1.29,-0.00,-0.00
0.59,0.81,-0.00,0.00
0.62,0.59,-0.00,0.00
0.65,0.21,-0.00,-0.00
0.68,-0.17,-0.00,-0.00
0.69,0.16,-0.00,0.00
0.72,-0.14,-0.00,-0.00
0.72,0.38,-0.00,0.00
0.73,0.76,-0.00,-0.00
0.74,0.91,-0.00,0.00
0.77,0.72,-0.00,-0.00
0.77,1.36,-0.00,0.00
0.78,1.48,-0.00,0.00
0.80,1.54,-0.00,0.00
0.83,1.38,-0.00,0.00
0.84,1.50,-0.00,0.00
0.86,1.50,-0.00,0.00
0.89,1.49,-0.00,0.00
0.92,1.32,-0.00,-0.00
0.94,1.07,-0.00,0.00
0.95,1.47,-0.00,-0.00
0.97,1.49,-0.00,0.00
1.00,1.29,-0.00,0.00
1.02,1.34,-0.00,0.00
1.03,1.52,-0.00,0.00
1.05,1.54,-0.00,-0.00
1.08,1.45,-0.00,0.00
1.10,1.28,-0.00,0.00
1.11,1.46,-0.00,0.00
1.13,1.51,-0.00,0.00
1.16,1.30,-0.00,0.00
1.18,1.37,-0.00,0.00
1.19,1.52,-0.00,0.00
1.22,1.26,-0.00,0.00
1.23,1.44,-0.00,0.00
1.25,1.44,-0.00,0.00
1.27,1.55,-0.00,-0.00
1.30,1.18,-0.00,0.00
1.33,1.09,-0.00,0.00
1.33,1.56,-0.00,-0.00
1.36,1.35,-0.00,0.00
1.36,1.63,-0.00,0.00
1.39,1.49,-0.00,-0.00
1.40,1.77,-0.00,0.00
1.43,1.47,-0.00,0.00
1.45,1.49,-0.00,0.00
1.47,1.57,-0.00,0.00
1.48,1.71,-0.00,0.00
1.51,1.34,-0.00,-0.00
1.53,1.50,-0.00,0.00
1.55,1.49,-0.00,0.00
1.57,1.65,-0.00,0.00
1.60,1.34,-0.00,0.00
1.62,1.25,-0.00,-0.00
1.65,0.89,-0.00,0.00
1.68,0.59,-0.00,0.00
1.70,0.35,-0.00,-0.00
1.73,-0.03,-0.00,-0.00
1.77,-0.52,-0.00,0.00
1.80,-0.82,-0.00,0.00
1.81,-0.59,-0.00,0.00
1.83,-0.51,-0.00,0.00
1.83,0.03,-0.00,0.00
1.83,0.51,-0.00,0.00
1.84,0.89,-0.00,0.00
1.86,0.87,-0.00,0.00
1.87,1.26,-0.00,0.00
1.88,1.60,-0.00,0.00
1.89,1.72,-0.00,0.00
1.93,1.26,-0.00,0.00
1.95,1.24,-0.00,0.00
1.96,1.41,-0.00,0.00
1.99,1.37,-0.00,0.00
2.01,1.24,-0.00,0.00
2.02,1.49,-0.00,0.00
2.04,1.56,-0.00,0.00
2.06,1.53,-0.00,0.00
2.09,1.19,-0.00,0.00
2.11,1.40,-0.00,0.00
2.13,1.47,-0.00,0.00
2.15,1.53,-0.00,0.00
2.17,1.39,-0.00,0.00
2.19,1.41,-0.00,0.00
2.22,1.28,-0.00,-0.00
2.23,1.45,-0.00,0.00
2.26,1.08,-0.00,0.00
2.28,1.12,-0.00,0.00
2.30,1.28,-0.00,0.00
2.31,1.50,-0.00,0.00
2.33,1.39,-0.00,0.00
2.35,1.29,-0.00,0.00
2.37,1.46,-0.00,0.00
2.40,1.20,-0.00,-0.00
-2.42,-1.03,0.00,-0.00
-2.40,-1.03,0.00,-0.00
-2.39,-1.03,0.00,-0.00
-2.36,-1.02,0.00,-0.00
-2.34,-1.02,0.00,-0.00
-2.32,-1.02,0.00,-0.00
-2.30,-1.02,0.00,-0.00
-2.28,-1.02,0.00,-0.00
-2.26,-1.02,0.00,-0.00
-2.24,-1.02,0.00,-0.00
-2.22,-1.02,0.00,-0.00
-2.20,-1.02,0.00,-0.00
-2.18,-1.02,0.00,-0.00
-2.16,-1.02,0.00,-0.00
-2.14,-1.02,0.00,-0.00
-2.12,-1.02,0.00,-0.00
-2.10,-1.02,0.00,-0.00
-2.08,-1.01,0.00,-0.00
-2.06,-1.01,0.00,-0.00
-2.04,-1.01,0.00,-0.00
-2.02,-1.01,0.00,-0.00
-2.00,-1.01,0.00,-0.00
-1.98,-1.01,0.00,-0.00
-1.96,-1.01,0.00,-0.00
-1.94,-1.01,0.00,0.00
-1.92,-1.01,0.00,-0.00
-1.90,-1.01,0.00,-0.00
-1.88,-1.01,0.00,-0.00
-1.86,-1.01,0.00,-0.00
-1.84,-1.01,0.00,-0.00
-1.82,-1.01,0.00,-0.00
-1.80,-1.00,0.00,-0.00
-1.78,-1.00,0.00,-0.00
-1.76,-1.00,0.00,-0.00
-1.74,-1.00,0.00,-0.00
-1.72,-1.00,0.00,-0.00
-1.70,-1.00,0.00,-0.00
-1.68,-1.00,0.00,-0.00
-1.66,-1.00,0.00,-0.00
-1.64,-1.00,0.00,0.00
-1.62,-1.00,0.00,-0.00
-1.61,-1.00,0.00,-0.00
-1.58,-1.00,0.00,-0.00
-1.57,-1.00,0.00,-0.00
-1.55,-1.00,0.00,-0.00
-1.52,-0.99,0.00,-0.00
-1.51,-0.99,0.00,-0.00
-1.48,-0.99,0.00,-0.00
-1.46,-0.99,0.00,-0.00
-1.44,-0.99,0.00,0.00
-1.42,-0.99,0.00,-0.00
-1.40,-0.99,0.00,-0.00
-1.38,-0.99,0.00,-0.00
-1.36,-0.99,0.00,-0.00
-1.34,-0.99,0.00,-0.00
-1.31,-0.99,0.00,-0.00
-1.29,-0.99,0.00,-0.00
-1.28,-0.99,0.00,-0.00
-1.26,-0.99,0.00,-0.00
-1.23,-0.98,0.00,-0.00
-1.22,-0.98,0.00,-0.00
-1.20,-0.98,0.00,-0.00
-1.18,-0.98,0.00,-0.00
-1.16,-0.98,0.00,-0.00
-1.14,-0.98,0.00,-0.00
-1.11,-0.98,0.00,-0.00
-1.09,-0.98,0.00,-0.00
-1.07,-0.98,0.00,-0.00
-1.05,-0.98,0.00,-0.00
-1.03,-0.98,0.00,0.00
-1.01,-0.98,0.00,-0.00
-0.99,-0.98,0.00,-0.00
-0.97,-0.97,0.00,-0.00
-0.95,-0.97,0.00,-0.00
-0.93,-0.97,0.00,-0.00
-0.91,-0.97,0.00,-0.00
-0.89,-0.97,0.00,-0.00
-0.87,-0.97,0.00,-0.00
-0.85,-0.97,0.00,0.00
-0.83,-0.97,0.00,-0.00
-0.81,-0.97,0.00,-0.00
-0.79,-0.97,0.00,-0.00
-0.77,-0.97,0.00,-0.00
-0.75,-0.97,0.00,-0.00
-0.73,-0.97,0.00,-0.00
-0.71,-0.97,0.00,0.00
-0.69,-0.96,0.00,-0.00
-0.67,-0.96,0.00,-0.00
-0.65,-0.96,0.00,0.00
-0.63,-0.96,0.00,-0.00
-0.61,-0.96,0.00,-0.00
-0.59,-0.96,0.00,-0.00
-0.57,-0.96,0.00,-0.00
-0.55,-0.96,0.00,-0.00
-0.53,-0.96,0.00,-0.00
-0.51,-0.96,0.00,-0.00
-0.49,-0.96,0.00,-0.00
-0.47,-0.96,0.00,-0.00
-0.45,-0.96,0.00,-0.00
-0.43,-0.96,0.00,-0.00
-0.41,-0.95,0.00,-0.00
-0.40,-0.95,0.00,-0.00
-0.38,-0.95,0.00,-0.00
-0.36,-0.95,0.00,-0.00
-0.34,-0.95,0.00,0.00
-0.32,-0.95,0.00,-0.00
-0.30,-0.95,0.00,0.00
-0.28,-0.95,0.00,-0.00
-0.26,-0.95,0.00,0.00
-0.24,-0.95,0.00,0.00
-0.22,-0.95,0.00,0.00
-0.20,-0.95,0.00,-0.00
-0.18,-0.95,0.00,-0.00
-0.16,-0.95,0.00,-0.00
-0.14,-0.94,0.00,-0.00
-0.12,-0.94,0.00,0.00
-0.10,-0.94,0.00,-0.00
-0.08,-0.94,0.00,0.00
-0.06,-0.94,0.00,-0.00
-0.04,-0.94,0.00,-0.00
-0.02,-0.94,0.00,-0.00
0.00,-0.94,-0.00,-0.00
0.02,-0.94,-0.00,0.00
0.04,-0.94,-0.00,0.00
0.06,-0.94,-0.00,0.00
0.08,-0.94,-0.00,0.00
0.10,-0.94,-0.00,0.00
0.12,-0.94,-0.00,0.00
0.14,-0.93,-0.00,-0.00
0.16,-0.93,-0.00,0.00
0.18,-0.93,-0.00,-0.00
0.21,-0.93,-0.00,-0.00
0.23,-0.93,-0.00,0.00
0.24,-0.93,-0.00,0.00
0.26,-0.93,-0.00,0.00
0.29,-0.93,-0.00,0.00
0.30,-0.93,-0.00,0.00
0.33,-0.93,-0.00,0.00
0.35,-0.93,-0.00,0.00
0.36,-0.93,-0.00,0.00
0.38,-0.93,-0.00,-0.00
0.41,-0.93,-0.00,0.00
0.42,-0.92,-0.00,0.00
0.44,-0.92,-0.00,-0.00
0.46,-0.92,-0.00,-0.00
0.48,-0.92,-0.00,0.00
0.50,-0.92,-0.00,0.00
0.52,-0.92,-0.00,0.00
0.54,-0.92,-0.00,0.00
0.56,-0.92,-0.00,0.00
0.58,-0.92,-0.00,0.00
0.60,-0.92,-0.00,0.00
0.62,-0.92,-0.00,0.00
0.64,-0.92,-0.00,-0.00
0.65,-0.92,-0.00,0.00
0.67,-0.92,-0.00,0.00
0.69,-0.92,-0.00,-0.00
0.71,-0.91,-0.00,-0.00
0.73,-0.91,-0.00,0.00
0.75,-0.91,-0.00,-0.00
0.77,-0.91,-0.00,0.00
0.79,-0.91,-0.00,-0.00
0.81,-0.91,-0.00,0.00
0.83,-0.91,-0.00,-0.00
0.85,-0.91,-0.00,0.00
0.87,-0.91,-0.00,0.00
0.89,-0.91,-0.00,0.00
0.91,-0.91,-0.00,0.00
0.93,-0.91,-0.00,0.00
0.95,-0.91,-0.00,0.00
0.97,-0.91,-0.00,0.00
1.00,-0.90,-0.00,-0.00
1.01,-0.90,-0.00,0.00
1.04,-0.90,-0.00,-0.00
1.06,-0.90,-0.00,0.00
1.08,-0.90,-0.00,0.00
1.10,-0.90,-0.00,0.00
1.12,-0.90,-0.00,0.00
1.14,-0.90,-0.00,-0.00
1.16,-0.90,-0.00,0.00
1.18,-0.90,-0.00,0.00
1.20,-0.90,-0.00,0.00
1.22,-0.90,-0.00,0.00
1.24,-0.90,-0.00,0.00
1.26,-0.89,-0.00,0.00
1.28,-0.89,-0.00,0.00
1.30,-0.89,-0.00,0.00
1.32,-0.89,-0.00,0.00
1.34,-0.89,-0.00,0.00
1.36,-0.89,-0.00,-0.00
1.38,-0.89,-0.00,0.00
1.40,-0.89,-0.00,0.00
1.42,-0.89,-0.00,-0.00
1.44,-0.89,-0.00,0.00
1.45,-0.89,-0.00,0.00
1.48,-0.89,-0.00,-0.00
1.50,-0.89,-0.00,0.00
1.52,-0.89,-0.00,0.00
1.53,-0.88,-0.00,0.00
1.56,-0.88,-0.00,0.00
1.58,-0.88,-0.00,0.00
1.59,-0.88,-0.00,-0.00
1.61,-0.88,-0.00,0.00
1.64,-0.88,-0.00,0.00
1.66,-0.88,-0.00,0.00
1.68,-0.88,-0.00,0.00
1.69,-0.88,-0.00,0.00
1.71,-0.88,-0.00,0.00
1.73,-0.88,-0.00,0.00
1.74,-0.88,-0.00,-0.00
1.76,-0.88,-0.00,-0.00
1.78,-0.88,-0.00,0.00
1.80,-0.88,-0.00,0.00
1.82,-0.87,-0.00,0.00
1.84,-0.87,-0.00,0.00
1.86,-0.87,-0.00,0.00
1.88,-0.87,-0.00,0.00
1.90,-0.87,-0.00,0.00
1.93,-0.87,-0.00,0.00
1.94,-0.87,-0.00,0.00
1.97,-0.87,-0.00,0.00
1.99,-0.87,-0.00,0.00
2.00,-0.87,-0.00,0.00
2.02,-0.87,-0.00,0.00
2.05,-0.87,-0.00,0.00
2.07,-0.87,-0.00,0.00
2.09,-0.86,-0.00,0.00
2.11,-0.86,-0.00,0.00
2.13,-0.86,-0.00,0.00
2.15,-0.86,-0.00,0.00
2.17,-0.86,-0.00,0.00
2.19,-0.86,-0.00,0.00
2.21,-0.86,-0.00,0.00
2.23,-0.86,-0.00,0.00
2.25,-0.86,-0.00,0.00
2.27,-0.86,-0.00,0.00
2.30,-0.86,-0.00,-0.00
2.31,-0.86,-0.00,0.00
2.33,-0.86,-0.00,0.00
2.35,-0.86,-0.00,0.00
2.37,-0.85,-0.00,0.00
2.39,-0.85,-0.00,0.00
2.41,-0.85,-0.00,0.00
2.43,-0.85,-0.00,0.00
2.45,-0.85,-0.00,0.00
2.47,-0.85,-0.00,-0.00
-2.50,1.16,0.00,-0.00
-2.49,1.45,0.00,-0.00
-2.48,1.48,0.00,-0.00
-2.45,1.43,0.00,-0.00
-2.42,1.26,0.00,-0.00
-2.40,1.19,0.00,-0.00
-2.36,0.62,0.00,-0.00
-2.34,0.55,0.00,-0.00
-2.33,0.73,0.00,-0.00
-2.30,0.56,0.00,-0.00
-2.28,0.70,0.00,-0.00
-2.25,0.37,0.00,-0.00
-2.24,0.55,0.00,-0.00
-2.22,0.62,0.00,-0.00
-2.21,0.76,0.00,-0.00
-2.18,0.48,0.00,-0.00
-2.16,0.57,0.00,-0.00
-2.14,0.56,0.00,-0.00
-2.12,0.55,0.00,-0.00
-2.09,0.30,0.00,-0.00
-2.07,0.31,0.00,-0.00
-2.06,0.58,0.00,-0.00
-2.04,0.73,0.00,-0.00
-2.02,0.60,0.00,-0.00
-1.99,0.50,0.00,-0.00
-1.97,0.52,0.00,-0.00
-1.95,0.53,0.00,-0.00
-1.92,0.08,0.00,-0.00
-1.92,0.62,0.00,-0.00
-1.90,0.65,0.00,-0.00
