,value
count,11.0
mean,630.4036322682115
std,249.25648009872387
min,80.13122711115616
25%,506.0157919740773
50%,707.6509382459726
75%,780.251453302164
max,953.0088538490072
skewness,-0.7648866657868708
kurtosis,0.19879237305319153
median,707.6509382459726
iqr,274.23566132808674
cv,0.3953918844056965
