,value
count,246.0
mean,1.6661238103447837
std,0.060976863670116205
min,0.7999999999999999
25%,1.6515151515151514
50%,1.6869708280684979
75%,1.687878787878788
max,1.790909090909091
skewness,-11.621435766290704
kurtosis,164.03167469667767
median,1.6869708280684979
iqr,0.0363636363636366
cv,0.036598038688071925
