,value
count,93.0
mean,36462.31156074202
std,2449.0651189996547
min,30384.457417381924
25%,34794.23457347432
50%,36799.00406571358
75%,38435.22928355515
max,42245.61710777163
skewness,-0.4212066857629624
kurtosis,-0.1992278337405735
median,36799.00406571358
iqr,3640.9947100808276
cv,0.06716702847870173
