,value
count,187.0
mean,65045840.25773883
std,48185193.69558776
min,2514295.466666667
25%,46184761.22069925
50%,53708952.792222224
75%,64463852.81699646
max,266957637.48921505
skewness,2.437681180360872
kurtosis,6.221070416216492
median,53708952.792222224
iqr,18279091.596297212
cv,0.7407882426402345
