,value
count,50.0
mean,0.04881411053316647
std,0.13353142429389603
min,0.0
25%,0.0
50%,0.0
75%,0.0
max,0.40772776154295737
skewness,2.3387473837569033
kurtosis,3.4697579051590965
median,0.0
iqr,0.0
cv,2.735508705073482
