,value
count,93.0
mean,0.0007532133563393893
std,0.00037619364191817376
min,0.00035778480929345
25%,0.00044891051770665
50%,0.0005187682200994
75%,0.0011861077826889502
max,0.0014261879713156
skewness,0.6689813513104187
kurtosis,-1.1056286313256922
median,0.0005187682200994
iqr,0.0007371972649823002
cv,0.4994516344564995
