,value
count,244.0
mean,3232.1559809004866
std,711.2834363476769
min,0.0
25%,3182.3663111749
50%,3398.680093362671
75%,3613.5628730774424
max,4074.9531416897735
skewness,-2.4789458354546023
kurtosis,6.6660758322528935
median,3398.680093362671
iqr,431.19656190254227
cv,0.22006470001782266
