,value
count,93.0
mean,0.9480592415298434
std,0.0651962139270709
min,0.7746722897876462
25%,0.9020830899464704
50%,0.9558359591505904
75%,0.9982259941725024
max,1.0588057684052132
skewness,-0.4477337298962394
kurtosis,-0.4665130609721393
median,0.9558359591505904
iqr,0.096142904226032
cv,0.06876808016961736
