,value
count,93.0
mean,0.05565680778934226
std,0.006414399828733136
min,0.0431288893122435
25%,0.0539983668708357
50%,0.0548046105941994
75%,0.0567242421771024
max,0.0694586901620886
skewness,0.09497800667655257
kurtosis,0.17411492474288837
median,0.0548046105941994
iqr,0.002725875306266702
cv,0.11524915070607826
