,value
count,93.0
mean,111354.13880253455
std,12531.05129771803
min,75160.21702484005
25%,102505.0320357039
50%,111797.5042907739
75%,120976.61427130966
max,131094.25401461453
skewness,-0.7075657059067851
kurtosis,0.15717991562149303
median,111797.5042907739
iqr,18471.58223560576
cv,0.11253332325563105
