,value
count,187.0
mean,27298173.55441468
std,3026586.5865700985
min,9723910.594867514
25%,26021624.527034983
50%,27803449.649084263
75%,28977808.168299317
max,33036708.40537916
skewness,-2.140536876384688
kurtosis,9.171930190496749
median,27803449.649084263
iqr,2956183.6412643343
cv,0.11087139513334353
