,value
count,93.0
mean,2.7413461270687383
std,0.1833423337726016
min,2.371872106209088
25%,2.6236003875537426
50%,2.7531215992617555
75%,2.8703454904156365
max,3.190514584544255
skewness,0.12610102460567288
kurtosis,-0.21838466710141757
median,2.7531215992617555
iqr,0.24674510286189388
cv,0.06688040301158378
