,value
count,246.0
mean,2562546829.5284553
std,50332573.58712287
min,2434703360.0
25%,2526810112.0
50%,2559700992.0
75%,2605005824.0
max,2656059392.0
skewness,0.020223927529333177
kurtosis,-0.5389997010903986
median,2559700992.0
iqr,78195712.0
cv,0.019641620987033738
