,value
count,246.0
mean,184076.87952278936
std,16269.328079638868
min,140667.95113416258
25%,172682.54109987296
50%,185115.81691274495
75%,193541.46397217925
max,223592.30886849703
skewness,-0.08155225929076848
kurtosis,-0.17010943971275738
median,185115.81691274495
iqr,20858.922872306284
cv,0.08838333266956902
