,value
count,93.0
mean,0.10197152136571135
std,0.016556166225626397
min,0.0629998474612562
25%,0.0911810806974451
50%,0.1071052671925921
75%,0.1173752088066579
max,0.1354554089805265
skewness,-0.7407711120285279
kurtosis,-0.27477158221333253
median,0.1071052671925921
iqr,0.026194128109212803
cv,0.16236068662984102
