,value
count,246.0
mean,2.7320736493769386
std,0.20468573627509115
min,2.262652863169772
25%,2.583197987574866
50%,2.736581449938813
75%,2.8461673133688556
max,3.1663000551477247
skewness,0.008784238521085957
kurtosis,-0.42913055501229147
median,2.736581449938813
iqr,0.2629693257939896
cv,0.07491955289044665
