,value
count,190.0
mean,1.2334149123553084
std,0.010964313213115735
min,1.2166339411789662
25%,1.2257575757575756
50%,1.2366666666666668
75%,1.243939393939394
max,1.243973610681795
skewness,-0.277117488164988
kurtosis,-1.587055077667911
median,1.2366666666666668
iqr,0.0181818181818183
cv,0.008889395695872094
