,value
count,246.0
mean,0.8794191625626844
std,0.05769724987896149
min,0.6758975215945949
25%,0.8397045558596257
50%,0.8899221144617675
75%,0.9203811524655496
max,1.0050313150460153
skewness,-0.45370810681411994
kurtosis,-0.0891871125616337
median,0.8899221144617675
iqr,0.08067659660592397
cv,0.06560836099002888
