,value
count,93.0
mean,1217340184.7741935
std,658328967.5392739
min,56717312.0
25%,657838080.0
50%,1204801536.0
75%,1759023104.0
max,2492604416.0
skewness,0.09569846594944424
kurtosis,-1.0565978529430737
median,1204801536.0
iqr,1101185024.0
cv,0.5407929318141982
