,value
count,189.0
mean,1746994103.1869788
std,346.04297133365765
min,1746993508.9140003
25%,1746993806.0929997
50%,1746994103.4660003
75%,1746994401.052
max,1746994696.604
skewness,-0.0038723353011700535
kurtosis,-1.2008855296448198
median,1746994103.4660003
iqr,594.9590003490448
cv,1.980790723348086e-07
