,value
count,93.0
mean,1746996805.8131392
std,171.47757753322153
min,1746996508.91
25%,1746996661.018
50%,1746996806.175
75%,1746996951.488
max,1746997097.524
skewness,-0.010003133884166966
kurtosis,-1.1895762077128216
median,1746996806.175
iqr,290.47000002861023
cv,9.815563312000867e-08
