,value
count,244.0
mean,5.743446352533476
std,0.4846240561141729
min,2.5101204701256234
25%,5.476616131885058
50%,5.800303787855683
75%,6.091001494364175
max,6.463204872703925
skewness,-2.418573228126247
kurtosis,12.74333692213329
median,5.800303787855683
iqr,0.6143853624791165
cv,0.08437861631638671
