,value
count,246.0
mean,1.2334862119641026
std,0.01075520780611174
min,1.2
25%,1.2257575757575756
50%,1.2306142505639426
75%,1.243939393939394
max,1.2447959338491883
skewness,-0.31211930439249524
kurtosis,-1.3067340409916959
median,1.2306142505639426
iqr,0.0181818181818183
cv,0.008719357948060098
