,value
count,246.0
mean,4.065040650406504
std,0.33172000483254827
min,4.0
25%,4.0
50%,4.0
75%,4.0
max,6.0
skewness,5.2294910794713205
kurtosis,26.503835626803404
median,4.0
iqr,0.0
cv,0.08160312118880686
