PC1,PC2,PC3,PC4
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
3.99,0.00,0.00,-0.00
3.99,0.00,0.00,-0.00
8.27,0.00,0.00,-0.00
8.27,0.00,0.00,-0.00
8.27,0.00,0.00,-0.00
8.27,0.00,0.00,-0.00
8.27,0.00,0.00,-0.00
8.27,0.00,0.00,-0.00
3.99,0.00,0.00,-0.00
3.99,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
-0.28,0.00,0.00,-0.00
