tenant-a,tenant-b,tenant-c,tenant-d
6944879.86,-9936554566.59,0.00,-18685837707.08
-9936554566.59,620689067573789.88,0.00,-433458418082655.25
0.00,0.00,0.00,0.00
-18685837707.08,-433458418082655.25,0.00,952101386486639.38
