tenant-a,tenant-b,tenant-c,tenant-d
50517154963880.79,1767080038420618.75,942345276116132.00,1606987359210861.25
1767080038420618.75,7792465835081682944.00,27322406319945024.00,1258323074118919424.00
942345276116132.00,27322406319945024.00,476854224331741120.00,89220668703899536.00
1606987359210861.25,1258323074118919424.00,89220668703899536.00,811834211749088640.00
