value,value,value,phase_number,phase_number,phase_number,experiment_elapsed_seconds,experiment_elapsed_seconds,experiment_elapsed_seconds,experiment_elapsed_minutes,experiment_elapsed_minutes,experiment_elapsed_minutes
phase_number,experiment_elapsed_seconds,experiment_elapsed_minutes,value,experiment_elapsed_seconds,experiment_elapsed_minutes,value,phase_number,experiment_elapsed_minutes,value,phase_number,experiment_elapsed_seconds
value,value,value,phase_number,phase_number,phase_number,experiment_elapsed_seconds,experiment_elapsed_seconds,experiment_elapsed_seconds,experiment_elapsed_minutes,experiment_elapsed_minutes,experiment_elapsed_minutes
phase_number,experiment_elapsed_seconds,experiment_elapsed_minutes,value,experiment_elapsed_seconds,experiment_elapsed_minutes,value,phase_number,experiment_elapsed_minutes,value,phase_number,experiment_elapsed_seconds
0,0.008269867704470357,0,1.3836465597893728,1.3836465597893726,1.383646559789373,0,0,1.0079059612676946,0,0,1.3836465597893726
value -> phase_number,value -> experiment_elapsed_seconds,value -> experiment_elapsed_minutes,phase_number -> value,phase_number -> experiment_elapsed_seconds,phase_number -> experiment_elapsed_minutes,experiment_elapsed_seconds -> value,experiment_elapsed_seconds -> phase_number,experiment_elapsed_seconds -> experiment_elapsed_minutes,experiment_elapsed_minutes -> value,experiment_elapsed_minutes -> phase_number,experiment_elapsed_minutes -> experiment_elapsed_seconds
